wkt_geom,left,top,right,bottom,id,Area,Region,Region_Let,Number,Client_Nam,Columna1,Name,Crop,AUTO
MultiPoint ((11698834.77801547385752201 1484440.35880533838644624)),11698784.78,1484490.359,11698884.78,1484390.359,114,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698834.77801547385752201 1484740.35880533838644624)),11698784.78,1484790.359,11698884.78,1484690.359,111,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698834.77801547385752201 1484640.35880533838644624)),11698784.78,1484690.359,11698884.78,1484590.359,112,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698834.77801547385752201 1484140.35880533838644624)),11698784.78,1484190.359,11698884.78,1484090.359,117,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698834.77801547385752201 1484040.35880533838644624)),11698784.78,1484090.359,11698884.78,1483990.359,118,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698834.77801547385752201 1484340.35880533838644624)),11698784.78,1484390.359,11698884.78,1484290.359,115,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698834.77801547385752201 1484240.35880533838644624)),11698784.78,1484290.359,11698884.78,1484190.359,116,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484340.35880533838644624)),11698584.78,1484390.359,11698684.78,1484290.359,75,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484240.35880533838644624)),11698584.78,1484290.359,11698684.78,1484190.359,76,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484540.35880533838644624)),11698584.78,1484590.359,11698684.78,1484490.359,73,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484440.35880533838644624)),11698584.78,1484490.359,11698684.78,1484390.359,74,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1485240.35880533838644624)),11698684.78,1485290.359,11698784.78,1485190.359,86,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1485140.35880533838644624)),11698684.78,1485190.359,11698784.78,1485090.359,87,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484140.35880533838644624)),11698584.78,1484190.359,11698684.78,1484090.359,77,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484040.35880533838644624)),11698584.78,1484090.359,11698684.78,1483990.359,78,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484840.35880533838644624)),11698684.78,1484890.359,11698784.78,1484790.359,90,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484740.35880533838644624)),11698684.78,1484790.359,11698784.78,1484690.359,91,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1485040.35880533838644624)),11698684.78,1485090.359,11698784.78,1484990.359,88,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484940.35880533838644624)),11698684.78,1484990.359,11698784.78,1484890.359,89,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484440.35880533838644624)),11698684.78,1484490.359,11698784.78,1484390.359,94,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484340.35880533838644624)),11698684.78,1484390.359,11698784.78,1484290.359,95,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484640.35880533838644624)),11698684.78,1484690.359,11698784.78,1484590.359,92,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698734.77801547385752201 1484540.35880533838644624)),11698684.78,1484590.359,11698784.78,1484490.359,93,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484740.35880533838644624)),11698484.78,1484790.359,11698584.78,1484690.359,51,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484640.35880533838644624)),11698484.78,1484690.359,11698584.78,1484590.359,52,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484940.35880533838644624)),11698484.78,1484990.359,11698584.78,1484890.359,49,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484840.35880533838644624)),11698484.78,1484890.359,11698584.78,1484790.359,50,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484340.35880533838644624)),11698484.78,1484390.359,11698584.78,1484290.359,55,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484240.35880533838644624)),11698484.78,1484290.359,11698584.78,1484190.359,56,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484540.35880533838644624)),11698484.78,1484590.359,11698584.78,1484490.359,53,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484440.35880533838644624)),11698484.78,1484490.359,11698584.78,1484390.359,54,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1485140.35880533838644624)),11698584.78,1485190.359,11698684.78,1485090.359,67,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1485040.35880533838644624)),11698584.78,1485090.359,11698684.78,1484990.359,68,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484140.35880533838644624)),11698484.78,1484190.359,11698584.78,1484090.359,57,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1484040.35880533838644624)),11698484.78,1484090.359,11698584.78,1483990.359,58,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484740.35880533838644624)),11698584.78,1484790.359,11698684.78,1484690.359,71,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484640.35880533838644624)),11698584.78,1484690.359,11698684.78,1484590.359,72,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484940.35880533838644624)),11698584.78,1484990.359,11698684.78,1484890.359,69,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698634.77801547385752201 1484840.35880533838644624)),11698584.78,1484890.359,11698684.78,1484790.359,70,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11700934.77801547385752201 1484840.35880533838644624)),11700884.78,1484890.359,11700984.78,1484790.359,530,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700934.77801547385752201 1484740.35880533838644624)),11700884.78,1484790.359,11700984.78,1484690.359,531,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700834.77801547385752201 1484640.35880533838644624)),11700784.78,1484690.359,11700884.78,1484590.359,512,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700934.77801547385752201 1484940.35880533838644624)),11700884.78,1484990.359,11700984.78,1484890.359,529,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11698434.77801547385752201 1485040.35880533838644624)),11698384.78,1485090.359,11698484.78,1484990.359,28,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484940.35880533838644624)),11698384.78,1484990.359,11698484.78,1484890.359,29,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698334.77801547385752201 1485040.35880533838644624)),11698284.78,1485090.359,11698384.78,1484990.359,8,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698334.77801547385752201 1484940.35880533838644624)),11698284.78,1484990.359,11698384.78,1484890.359,9,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484640.35880533838644624)),11698384.78,1484690.359,11698484.78,1484590.359,32,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484540.35880533838644624)),11698384.78,1484590.359,11698484.78,1484490.359,33,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484840.35880533838644624)),11698384.78,1484890.359,11698484.78,1484790.359,30,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484740.35880533838644624)),11698384.78,1484790.359,11698484.78,1484690.359,31,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1485140.35880533838644624)),11698484.78,1485190.359,11698584.78,1485090.359,47,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698534.77801547385752201 1485040.35880533838644624)),11698484.78,1485090.359,11698584.78,1484990.359,48,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484440.35880533838644624)),11698384.78,1484490.359,11698484.78,1484390.359,34,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11698434.77801547385752201 1484340.35880533838644624)),11698384.78,1484390.359,11698484.78,1484290.359,35,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11700534.77801547385752201 1484540.35880533838644624)),11700484.78,1484590.359,11700584.78,1484490.359,453,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700634.77801547385752201 1484940.35880533838644624)),11700584.78,1484990.359,11700684.78,1484890.359,469,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700534.77801547385752201 1484740.35880533838644624)),11700484.78,1484790.359,11700584.78,1484690.359,451,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700534.77801547385752201 1484640.35880533838644624)),11700484.78,1484690.359,11700584.78,1484590.359,452,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700634.77801547385752201 1484640.35880533838644624)),11700584.78,1484690.359,11700684.78,1484590.359,472,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700634.77801547385752201 1484540.35880533838644624)),11700584.78,1484590.359,11700684.78,1484490.359,473,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700634.77801547385752201 1484840.35880533838644624)),11700584.78,1484890.359,11700684.78,1484790.359,470,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700634.77801547385752201 1484740.35880533838644624)),11700584.78,1484790.359,11700684.78,1484690.359,471,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700734.77801547385752201 1484740.35880533838644624)),11700684.78,1484790.359,11700784.78,1484690.359,491,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700734.77801547385752201 1484640.35880533838644624)),11700684.78,1484690.359,11700784.78,1484590.359,492,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700734.77801547385752201 1484940.35880533838644624)),11700684.78,1484990.359,11700784.78,1484890.359,489,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700734.77801547385752201 1484840.35880533838644624)),11700684.78,1484890.359,11700784.78,1484790.359,490,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700834.77801547385752201 1484840.35880533838644624)),11700784.78,1484890.359,11700884.78,1484790.359,510,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700834.77801547385752201 1484740.35880533838644624)),11700784.78,1484790.359,11700884.78,1484690.359,511,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700734.77801547385752201 1484540.35880533838644624)),11700684.78,1484590.359,11700784.78,1484490.359,493,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700834.77801547385752201 1484940.35880533838644624)),11700784.78,1484990.359,11700884.78,1484890.359,509,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1484940.35880533838644624)),11700284.78,1484990.359,11700384.78,1484890.359,409,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1484840.35880533838644624)),11700284.78,1484890.359,11700384.78,1484790.359,410,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485140.35880533838644624)),11700284.78,1485190.359,11700384.78,1485090.359,407,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485040.35880533838644624)),11700284.78,1485090.359,11700384.78,1484990.359,408,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1484540.35880533838644624)),11700284.78,1484590.359,11700384.78,1484490.359,413,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1484440.35880533838644624)),11700284.78,1484490.359,11700384.78,1484390.359,414,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1484740.35880533838644624)),11700284.78,1484790.359,11700384.78,1484690.359,411,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1484640.35880533838644624)),11700284.78,1484690.359,11700384.78,1484590.359,412,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700434.77801547385752201 1484740.35880533838644624)),11700384.78,1484790.359,11700484.78,1484690.359,431,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700434.77801547385752201 1484640.35880533838644624)),11700384.78,1484690.359,11700484.78,1484590.359,432,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700434.77801547385752201 1484940.35880533838644624)),11700384.78,1484990.359,11700484.78,1484890.359,429,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700434.77801547385752201 1484840.35880533838644624)),11700384.78,1484890.359,11700484.78,1484790.359,430,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700534.77801547385752201 1484940.35880533838644624)),11700484.78,1484990.359,11700584.78,1484890.359,449,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700534.77801547385752201 1484840.35880533838644624)),11700484.78,1484890.359,11700584.78,1484790.359,450,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700434.77801547385752201 1484540.35880533838644624)),11700384.78,1484590.359,11700484.78,1484490.359,433,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700434.77801547385752201 1484440.35880533838644624)),11700384.78,1484490.359,11700484.78,1484390.359,434,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1485140.35880533838644624)),11700184.78,1485190.359,11700284.78,1485090.359,387,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1485040.35880533838644624)),11700184.78,1485090.359,11700284.78,1484990.359,388,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1485340.35880533838644624)),11700184.78,1485390.359,11700284.78,1485290.359,385,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1485240.35880533838644624)),11700184.78,1485290.359,11700284.78,1485190.359,386,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484740.35880533838644624)),11700184.78,1484790.359,11700284.78,1484690.359,391,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484640.35880533838644624)),11700184.78,1484690.359,11700284.78,1484590.359,392,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484940.35880533838644624)),11700184.78,1484990.359,11700284.78,1484890.359,389,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484840.35880533838644624)),11700184.78,1484890.359,11700284.78,1484790.359,390,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484340.35880533838644624)),11700184.78,1484390.359,11700284.78,1484290.359,395,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485640.35880533838644624)),11700284.78,1485690.359,11700384.78,1485590.359,402,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484540.35880533838644624)),11700184.78,1484590.359,11700284.78,1484490.359,393,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700234.77801547385752201 1484440.35880533838644624)),11700184.78,1484490.359,11700284.78,1484390.359,394,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485340.35880533838644624)),11700284.78,1485390.359,11700384.78,1485290.359,405,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485240.35880533838644624)),11700284.78,1485290.359,11700384.78,1485190.359,406,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485540.35880533838644624)),11700284.78,1485590.359,11700384.78,1485490.359,403,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11700334.77801547385752201 1485440.35880533838644624)),11700284.78,1485490.359,11700384.78,1485390.359,404,171.3918142,Avocado,A,3,,c,A3-c,,0
MultiPoint ((11699334.77801547385752201 1484040.35880533838644624)),11699284.78,1484090.359,11699384.78,1483990.359,218,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484240.35880533838644624)),11699284.78,1484290.359,11699384.78,1484190.359,216,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484140.35880533838644624)),11699284.78,1484190.359,11699384.78,1484090.359,217,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484440.35880533838644624)),11699184.78,1484490.359,11699284.78,1484390.359,194,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484340.35880533838644624)),11699184.78,1484390.359,11699284.78,1484290.359,195,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484640.35880533838644624)),11699184.78,1484690.359,11699284.78,1484590.359,192,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484540.35880533838644624)),11699184.78,1484590.359,11699284.78,1484490.359,193,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484040.35880533838644624)),11699184.78,1484090.359,11699284.78,1483990.359,198,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1485140.35880533838644624)),11699284.78,1485190.359,11699384.78,1485090.359,207,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484240.35880533838644624)),11699184.78,1484290.359,11699284.78,1484190.359,196,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484140.35880533838644624)),11699184.78,1484190.359,11699284.78,1484090.359,197,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484840.35880533838644624)),11699284.78,1484890.359,11699384.78,1484790.359,210,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484740.35880533838644624)),11699284.78,1484790.359,11699384.78,1484690.359,211,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1485040.35880533838644624)),11699284.78,1485090.359,11699384.78,1484990.359,208,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484940.35880533838644624)),11699284.78,1484990.359,11699384.78,1484890.359,209,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484440.35880533838644624)),11699284.78,1484490.359,11699384.78,1484390.359,214,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484340.35880533838644624)),11699284.78,1484390.359,11699384.78,1484290.359,215,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484640.35880533838644624)),11699284.78,1484690.359,11699384.78,1484590.359,212,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699334.77801547385752201 1484540.35880533838644624)),11699284.78,1484590.359,11699384.78,1484490.359,213,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484640.35880533838644624)),11699084.78,1484690.359,11699184.78,1484590.359,172,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484540.35880533838644624)),11699084.78,1484590.359,11699184.78,1484490.359,173,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484840.35880533838644624)),11699084.78,1484890.359,11699184.78,1484790.359,170,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484740.35880533838644624)),11699084.78,1484790.359,11699184.78,1484690.359,171,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484240.35880533838644624)),11699084.78,1484290.359,11699184.78,1484190.359,176,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484140.35880533838644624)),11699084.78,1484190.359,11699184.78,1484090.359,177,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484440.35880533838644624)),11699084.78,1484490.359,11699184.78,1484390.359,174,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484340.35880533838644624)),11699084.78,1484390.359,11699184.78,1484290.359,175,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1485240.35880533838644624)),11699184.78,1485290.359,11699284.78,1485190.359,186,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1485140.35880533838644624)),11699184.78,1485190.359,11699284.78,1485090.359,187,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484040.35880533838644624)),11699084.78,1484090.359,11699184.78,1483990.359,178,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1485340.35880533838644624)),11699184.78,1485390.359,11699284.78,1485290.359,185,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484840.35880533838644624)),11699184.78,1484890.359,11699284.78,1484790.359,190,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484740.35880533838644624)),11699184.78,1484790.359,11699284.78,1484690.359,191,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1485040.35880533838644624)),11699184.78,1485090.359,11699284.78,1484990.359,188,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699234.77801547385752201 1484940.35880533838644624)),11699184.78,1484990.359,11699284.78,1484890.359,189,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484840.35880533838644624)),11698984.78,1484890.359,11699084.78,1484790.359,150,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484740.35880533838644624)),11698984.78,1484790.359,11699084.78,1484690.359,151,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1485040.35880533838644624)),11698984.78,1485090.359,11699084.78,1484990.359,148,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484940.35880533838644624)),11698984.78,1484990.359,11699084.78,1484890.359,149,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484440.35880533838644624)),11698984.78,1484490.359,11699084.78,1484390.359,154,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484340.35880533838644624)),11698984.78,1484390.359,11699084.78,1484290.359,155,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484640.35880533838644624)),11698984.78,1484690.359,11699084.78,1484590.359,152,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484540.35880533838644624)),11698984.78,1484590.359,11699084.78,1484490.359,153,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484040.35880533838644624)),11698984.78,1484090.359,11699084.78,1483990.359,158,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1485340.35880533838644624)),11699084.78,1485390.359,11699184.78,1485290.359,165,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484240.35880533838644624)),11698984.78,1484290.359,11699084.78,1484190.359,156,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699034.77801547385752201 1484140.35880533838644624)),11698984.78,1484190.359,11699084.78,1484090.359,157,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1485040.35880533838644624)),11699084.78,1485090.359,11699184.78,1484990.359,168,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1484940.35880533838644624)),11699084.78,1484990.359,11699184.78,1484890.359,169,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1485240.35880533838644624)),11699084.78,1485290.359,11699184.78,1485190.359,166,118.7975192,Avocado,A,4,,b,A4-b,,1
MultiPoint ((11699134.77801547385752201 1485140.35880533838644624)),11699084.78,1485190.359,11699184.78,1485090.359,167,118.7975192,Avocado,A,4,,b,A4-b,,1
